Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4
a7b82dff-9da4-45d9-a707-84240171b87a,"Based on my culture, I hope to retain the unique perspective of ""respecting individual differences and diversity"" in the future. This means valuing and embracing different viewpoints, lifestyles, and customs, regardless of social, cultural, or personal backgrounds. This attitude fosters harmonious social interactions and innovation, preserving the richness and vitality of culture",Neutral,Cultural Diversity,Inclusivity and Acceptance,,
fc4189d9-f0cd-4396-a844-9c0931adaa21,"Beauty in simplicity, the appreciation of hope and faith.",Positive,Empathy and Compassion,,,
2aee6b49-c23b-4985-9973-d6a4cb7d9409,Caring about and supporting others by being there when they are in need. ,Positive,Community and Family Bonds,Mutual Support and Cooperation,,
f2662798-d139-4970-9e21-bedbca30cb9a,Connection with family and respect for old people,Positive,Community and Family Bonds,Respect for Elders,,
1640d05e-a457-4621-8a46-9a906b81251b,Family Oriented culture. The care and love shown to each other in a community.,Positive,Community and Family Bonds,Traditions of Care and Support,,
b6fe477a-7d1a-48bb-88eb-7fc334d6a05e,"Family and self-confidence, self-confidence is very important, I hope the culture teaches people to be confident instead of compromising",Neutral,Community and Family Bonds,Cultural Identity and Belonging,,
47f0e94c-9371-4883-88a5-0199ed9960c9,Family bonding and respect elderly people ,Positive,Community and Family Bonds,Respect for Elders,,
a0068255-2cd5-43a6-b931-1c28450ac9c8,"Hospitality, acceptance, individual freedom",Positive,Community and Family Bonds,Inclusivity and Acceptance,,
5742898a-0650-4d62-b81f-354f8ff90a14,I love the diversity. I hope it prevails,Positive,Cultural Diversity,,,
951044a8-57b1-4b2c-b11b-8655d765c97d,I want to preserve the customs and traditions of our community. The festivals bring family and friends together and keep our lives interesting.,Neutral,Celebrations and Festivals,Cultural Heritage and Traditions,,
c43a6c49-7201-4cd7-9311-ca1c3a1c2ee8,I want to preserve the sense of community and excitement over the small things in life,Neutral,Cultural Identity and Belonging,,,
d2961774-de8c-40fc-a603-7944ce34ed6f,I wants to preserve tolerance for people of different traditions and beliefs.,Neutral,Community and Family Bonds,Inclusivity and Acceptance,,
be52a41f-b956-43e3-ba34-e86f65363439,"I would like American (any color) to be recognized as a culture.  We came over so long ago and we are the makings of that growth and prosperity - no matter how much of it was bad, there was good as well.  ",Positive,Cultural Identity and Belonging,Other,,
aa08c025-61fa-4df4-9cd1-56557bc37952,I would like to preserve our culture and landscape in the UK. Not distroy our countryside.,Neutral,Respect for Nature,,,
822699c4-83ee-48f8-92ef-ebae2a71bd7a,"I would like to preserve the language, our values of friendship and hospitality and the constant striving for freedom.",Positive,Community and Family Bonds,Language Preservation,Respect for Elders,
66d3f35a-47af-4a6f-b87e-447d0e557ec5,"In British culture, there's a tradition of engaging in thoughtful dialogue, whether over a cup of tea or during community gatherings. I believe this perspective is vital in an increasingly fast-paced, technology-driven world, where surface-level interactions can dominate. ",Neutral,Community and Family Bonds,Cultural Heritage and Traditions,,
7b9c4062-3258-49ef-8d30-86fb39e39843,"In my opinion, the culture that I want to bring into the future is mutual support between people who care about each other",Positive,Community and Family Bonds,Mutual Support and Cooperation,,
ac0f2355-5741-438d-8d7f-9d3a193ec0c3,Integrity and respect for others ,Positive,Hospitality and Kindness,,,
a3983a17-5a8f-465e-b70a-9dc1c1c8645c,It brings the love among people no harm ,Positive,Community and Family Bonds,Empathy and Compassion,,
e3e1da7a-86c0-423f-be03-70e96a727af1,Love and hospitality,Positive,Community and Family Bonds,Hospitality and Kindness,,
f3d2991c-5957-4601-9bdb-90324415ba3a,Love people regardless of who they are and what their lives are like. I want to preserve my identity,Neutral,Cultural Identity and Belonging,,,
3df719fe-653d-4f85-ad5f-2c7db2dfc4e3,Many cultures bring an emphasis on communal living and collective responsibility.,Neutral,Community and Family Bonds,Interconnectedness and Collective Responsibility,,
dca43f28-9303-4c69-b235-0164da8b544f,"May joy, diversity and resilience flourish",Neutral,Resilience and Adaptability,,,
08130993-a213-4943-8aca-5cd73e35e4c4,"More relevant is that it is an authentic expression of a community, with a real and collective meaning.",Positive,Cultural Identity and Belonging,,,
c098fe21-6d9d-404b-a58f-0c6343a5cb38,"One distinctive feature of my culture that I feel is vital to preserve is our tradition of communal storytelling. This practice, which involves sharing stories and experiences during gatherings, not only keeps our history alive but also strengthens our sense of community and identity. Unlike digital or written records, these oral traditions forge personal connections and pass cultural values through generations. Preserving this practice is essential for maintaining the richness and diversity of ",Positive,Cultural Identity and Belonging,Storytelling and Oral Traditions,,
edbd0554-1717-4e37-972c-d82d00f7402f,"One unique perspective from my Asian culture that I want to preserve is the deep respect for family and elders, which helps keep strong bonds between generations.",Positive,Community and Family Bonds,Respect for Elders,,
edfa8bfc-5579-40d1-9c21-32349971925c,"One unique perspective is the emphasis on collective well-being and support within the community. This value promotes strong, interconnected relationships and resilience, which I hope to preserve in the future to foster more inclusive and supportive societies.",Positive,Community and Family Bonds,Interconnectedness and Collective Responsibility,Mutual Support and Cooperation,
d0b84494-d80e-4420-9ecc-7df59bfd6811,"One unique perspective my culture brings is the emphasis on communal harmony and hospitality, particularly during religious and cultural celebrations like Eid and Ramadan. This perspective involves deeply ingrained values of welcoming others, sharing meals, and supporting one another, which fosters a strong sense of community and belonging.

Preserving this aspect of my culture into the future means maintaining traditions of inclusivity, generosity, and connection, ensuring that these values",Positive,Cultural Identity and Belonging,Hospitality and Kindness,Mutual Support and Cooperation,
95901330-0b2b-4147-84be-16d9c19bf593,"Preserving diverse storytelling methods from various cultures is crucial. It reflects unique values and experiences, and promotes empathy and understanding, ensuring a more inclusive view of the world in the future.",Positive,Inclusivity and Acceptance,Storytelling and Oral Traditions,,
32ef060a-24cd-4464-a8a5-56fbcfff0674,Resilience. Our hability of keep going and keeping the humor in face of adversity.,Neutral,Resilience and Adaptability,,,
5883e748-8b2a-45a0-a263-c6060d35784b,Respect elderly or people who are wiser is one culture I would like to preserve. We are still human- nothing should change that. ,Neutral,Respect for Elders,,,
083b0fa1-5a1b-4175-bd11-7b332db93c8e,Respecting the older people of the society like their own parents,Neutral,Respect for Elders,,,
6ae036ca-6b45-49e4-8d7c-27e348c7ddc4,Sense of community,Neutral,Community and Family Bonds,,,
79c26b69-dc87-40d1-8c90-576b5910af34,"Sharing culture; food, clothes even house.",Neutral,Cultural Heritage and Traditions,Food Culture,,
f1c5925f-ee9c-4c94-8edd-91e1f45827be,Support for all people without discrimination,Positive,Inclusivity and Acceptance,Mutual Support and Cooperation,,
b6c17598-f196-4e43-88aa-1b8b2576d20c,Supporting each other and sincerely being there for each other.,Positive,Mutual Support and Cooperation,,,
47edb264-bb0b-4016-9acd-19971570686a,That we are alive to fulfill our purpose and to contribute in a better future for our children.,Positive,Mutual Support and Cooperation,,,
b7856997-db76-4a89-9188-d3f8bcf32436,"The Chilean mix of being a little more distant, cold and independent, always with respect, but at the same time being supportive of those who need it and being able to share affectionately with friends and family. I think the double facet we have is quite good.",Positive,Cultural Heritage and Traditions,Mutual Support and Cooperation,,
1946b16d-2a6d-4e5a-b430-221c1d94a840,"The act of sewa and gratitude for what we have, This is something which I want for preserve for future.",Positive,Community and Family Bonds,Empathy and Compassion,,
74d7d86a-72b4-4299-8984-4b26d5f56ff8,The good natured warmth of people and friendliness ,Positive,Community and Family Bonds,Hospitality and Kindness,,
c54d8957-38ca-4fe3-9672-097221bf868e,The human warmth of my culture and always helping and supporting when others need it. Being able to start a conversation with any unknown person and make them familiar and friendly. Being positive but at the same time realistic in difficult situations.,Positive,Community and Family Bonds,Empathy and Compassion,,
2758b1d0-995f-4743-b292-96ad7834e2f3,The idea of unity and compassion for each other makes me want to preserve it. But these traits are found everywhere so we need to preserve those traits rather than culture,Neutral,Cultural Evolution and Adaptation,Empathy and Compassion,,
6075a80f-a03e-41f3-8f63-d19014669269,The importance of family and the head of the family,Positive,Community and Family Bonds,,,
f3e0043d-e549-4864-bb00-18b6b3cbd623,"The indigenous knowledge system like that of Vedas and Upanishads truly reflect our rich cultural heritage. They are philosophical traditions that guide our life, and I want to preserve them for future. ",Neutral,Cultural Heritage and Traditions,Education and Lifelong Learning,,
73d707e1-3e97-4321-aad5-2a0a43cd2465,The unique family ties and bond together with the respect for our elders,Positive,Community and Family Bonds,Respect for Elders,,
4bf584ce-fb31-4ae0-8df8-54a9d971b89f,The unique perspective is we like to respect everyone because my culture humility is rooted deep in each individual member,Positive,Humility and Modesty,Respect for Elders,,
2e7949b9-4ff1-4a03-834f-90478c9ab32a,"To be always happy and excited, eager to help other people around, having faith in good outcomes from the people in general, even if the current scenarios are not  good (in all aspects).

We have the incredible ability to laugh and make jokes, even if we're in the middle of a crisis.",Positive,Cultural Identity and Belonging,Empathy and Compassion,,
5eb1e5f8-6b5c-4e81-85fb-9a11b35039e5,"Unity of a people, a sense that we are in all of this together.",Neutral,Interconnectedness and Collective Responsibility,,,
63107dff-06a2-4f1f-8174-d3e4122ac935,"being together, multiculture ",Neutral,Community and Family Bonds,Inclusivity and Acceptance,,
231f5fc4-daa2-4292-aa55-71f31ec1d347,family oriented,Positive,Community and Family Bonds,,,
699716ca-1546-48fb-bc78-484b2e4c6a82,love for parents and respect for the elderly,Positive,Community and Family Bonds,Respect for Elders,,
121bfbed-5967-4277-a51e-9622e2ddfbb5,"surviving many hardships and being resilient and strong-willed, always wanting to be the best we can",Positive,Resilience and Adaptability,,,
df910b5a-e26c-46fc-9aa7-bc63cd776158,the fact that we build some houses in the rural places which will help in your old age,Positive,Environmental Respect and Sustainability,,,
baa3140c-0841-4ec1-adac-4dec0d35a8e1,traditions inspiration belief,Neutral,Cultural Heritage and Traditions,,,
2fad1377-6af7-4d0a-8236-3f4a3114e2f3,treating work as not the main thing your life. Having breaks and a lot time to for social gathering ,Neutral,Community and Family Bonds,,,
e30a2b56-e323-40c0-b618-f4f5cd94f8cb,Accept others and always try to find common ground.,Positive,Inclusivity and Acceptance,,,
eca67890-39cd-4984-88b7-b62621a9fcb8,"Be kind and cheerful to everyone

",Positive,Hospitality and Kindness,,,
196cf193-cc81-4d06-bf9b-d06047d70bb0,Being family oriented. My family togetherness on holidays especially. ,Neutral,Community and Family Bonds,,,
52b1d6ba-1b09-46bd-b653-6bbf2ccd4b48,Care and kindness,Positive,Hospitality and Kindness,,,
8c00e648-4af2-4f70-9b79-eebd13f4e403,Close bonding with families and friends. I don't want AI to be so self-fulfilling that the future generation doesn't need the intervention of real humans. Preserving the societal ties in the way they are is important.,Neutral,Cultural Identity and Belonging,Emotional Connections and Relationships,,
42e09c00-e3d0-41a4-bda5-6b09a9aed822,Coexistence between families,Neutral,Community and Family Bonds,,,
a2b72634-8a24-464b-ac90-baddf35e70b9,Cultural preservation is the work of the whole community.,Neutral,Interconnectedness and Collective Responsibility,,,
5abcf7fe-2ce5-4dd6-8580-1185428499fc,Death is not the end. its a transition from one phase to another. Everyone will accountable for his/her deeds,Neutral,Spirituality and Religion,,,
45fc2d5e-0a7d-4424-9e98-b6418aa5e40b,Diversity and collectivity ,Neutral,Cultural Diversity,,,
3fd064e2-867d-4e72-b9b0-38b9b0c91b8b,Dressing sense and healthy food style ,Positive,Cultural Heritage and Traditions,Food Culture,,
88171568-e996-4ba5-8bd8-597c3cbd3033,Everyone treating each other like family,Positive,Community and Family Bonds,,,
2070eb8f-4d9c-49a5-983a-b3c3f9323ebb,Family Matters,Neutral,Community and Family Bonds,,,
afd34a32-5863-48b2-9190-1786abb0ad8c,Family members help each other,Positive,Community and Family Bonds,Mutual Support and Cooperation,,
4045fc7a-9ed6-4e69-9749-2cd924803fae,"Food. Food not only serves as a nourishment but also holds cultural significance, tradition, flavors that brings people together.",Neutral,Food Culture,,,
22464d19-5533-4875-b043-203fd107c3e1,"For me i want that my social culture it still preserved in the future such as respect Elder, helping the others and just be kind to the other. I don't want in the future we re all just gonna be introvert person who doesnt greet anyone when they meet",Neutral,Mutual Support and Cooperation,Respect for Elders,,
ea390b63-893a-459f-9913-8eb734a80f94,"Forgiveness, I hope it will be something we will not forget in the future.",Positive,Respect for Elders,,,
3bff9759-ab91-4ae2-a9dc-2d82aa090aa4,Harmony and inclusiveness,Neutral,Cultural Identity and Belonging,Inclusivity and Acceptance,,
0759dd91-6efe-4e67-a15d-7697bf923336,Helping out your neighbors when they need it.,Positive,Mutual Support and Cooperation,,,
3f210d75-5687-412f-bccc-44930316b39d,"Honor , respect and gatherings",Positive,Mutual Support and Cooperation,,,
3e24c25a-edee-4f7f-a597-04b2f23a7d42,"Hospitality , it was and always will be our signature.",Positive,Hospitality and Kindness,,,
af1fab08-f14e-4304-99fc-19db3fa918e5,"I think there are many cultures within germany. I think the bavarian culture is very interesting and should be preserved.

For myself, I think that people should generally be aware of their surrounding and should not bother other people.",Neutral,Cultural Diversity,Cultural Identity and Belonging,,
e7111d18-ceb9-45b6-adcc-1ecfa30aad5a,"I would love for love to prevail above anything else and people to be comfortable as what they are and who they are

",Positive,Empathy and Compassion,Inclusivity and Acceptance,,
f6cf69b7-acd8-4bc8-a1c2-d195e6f2184b,"Language, national holidays and cuisine, special behavior and cultural communication of people.",Neutral,Cultural Heritage and Traditions,Language Preservation,,
280b8b9a-7a5f-46f8-860e-19ea2080f3c7,"Living with our parents even after growing up. its always better to have a support in life, to get better advices in life. ",Positive,Community and Family Bonds,Mutual Support and Cooperation,,
f162c508-992a-4b86-a21e-16de0f70a694,Love and kindness ,Positive,Empathy and Compassion,,,
28b48b1e-c446-4862-adbf-3f8ec9c4d4bd,Making a big deal out of our achievemtns and celebrating properly to show we care,Neutral,Celebrations and Festivals,,,
1f6917b7-5436-4d1c-bb91-5a92c8669e3f,"Making sure everyone, no matter their upbringing or social status, has a seat at the table",Neutral,Community and Family Bonds,Inclusivity and Acceptance,,
da75a24d-c7ec-40e7-b6b8-8af65ef60067,"Manner, British manner is respected the world over so I think it would be good to maintain that and always be recognised for that",Positive,Cultural Heritage and Traditions,,,
f412b0f7-d388-455b-9e4c-0233358dbcc7,Morals and culture values are important to keep,Neutral,Cultural Heritage and Traditions,,,
d439fb08-29c3-4979-a6ff-f17e015a224b,"My family’s stories. They can be about times we spent together, births, deaths, traditions, even our family tree. ",Neutral,Storytelling and Oral Traditions,,,
820883d4-549d-435e-ba1e-59310c7524db,"One unique perspective from Hindu culture to preserve is the concept of **""Dharma,""** which emphasizes living a life of righteousness and duty according to one’s role in society. This principle fosters a deep respect for diversity, ethical living, and the interconnectedness of all life, contributing to a holistic and balanced approach to personal and communal well-being. Unity in diversity will unite the world irrespective of diversion as we have different views on individual lifestyle We r ONE.",Neutral,Interconnectedness and Collective Responsibility,Spirituality and Religion,Unity in Diversity,
90b01ee8-c388-48c8-b5da-1998306bc998,"One unique perspective my culture brings that I want to preserve is the deep respect for intergenerational wisdom and storytelling, where elders are valued for their experiences and cultural narratives are passed down through oral traditions, fostering a strong sense of identity and continuity.",Positive,Cultural Identity and Belonging,Respect for Elders,Storytelling and Oral Traditions,
9aa1f17d-05a5-4556-b2ad-f556f8fffa6f,"One unique perspective that Indian culture brings is the concept of “Atithi Devo Bhava,” which translates to “The guest is God.” This principle emphasizes hospitality and the respectful treatment of guests, reflecting a deep-rooted cultural value of generosity and warmth. This idea encourages individuals to treat visitors with the utmost respect and kindness, fostering a sense of community and connection. Preserving this perspective can promote inclusivity and empathy in an increasingly globaliz",Neutral,Community and Family Bonds,Hospitality and Kindness,Inclusivity and Acceptance,
4ca234fe-19ff-4f15-8c66-e723af95ee7f,One unique perspective that many cultures bring to the global tapestry is the concept of collective responsibility and community care. This perspective emphasizes the interconnectedness of individuals within a community and the shared responsibility for each other’s well-being.,Neutral,Interconnectedness and Collective Responsibility,Mutual Support and Cooperation,,
eb2fd7f1-c014-4bac-8bdb-4c25cda06f3d,"Our unity as a people of similar culture, people in our culture are unified in times of joy and sorrow",Neutral,Unity in Diversity,,,
a3987eea-8c4b-47ec-abdf-c2fbe678aa28,Respect each other,Neutral,Empathy and Compassion,Hospitality and Kindness,,
3e76c950-9b19-4997-b845-3ebec812a67c,"Respect the differences in personality of people from different regions. Allow and praise extroversion, liveliness, enthusiasm and boldness, and allow and praise introversion.",Neutral,Inclusivity and Acceptance,,,
84f6ee9e-8906-4641-8368-007aeed33e43,"Respecting Elders, treating guests well giving them the best experience you can, and being open-minded enough to accept and respect the differences in everyone.",Positive,Inclusivity and Acceptance,Respect for Elders,,
92789a81-9f4d-4677-9be0-87a4d01a6e13,Respecting elders and helping elder people.,Positive,Respect for Elders,Traditions of Care and Support,,
eab12621-7fb9-4c15-956c-6ea5dfcd305a,"Seeing beauty in everything, creating art",Positive,Art and Creativity,,,
911f2504-cc91-496c-a05f-f36ef521229d,"Spending time with family. In my culture we have a lot of festivals dedicated especially to strengthen familial bonds (brother-sister, husband-wife, mother-child, etc). I would definitely want to preserve this!",Positive,Celebrations and Festivals,Community and Family Bonds,,
fd268941-2565-4ab0-aace-91ec76c312ec,Spreading justice and peace,Positive,Civic Responsibility and Social Justice,,,
cd62c4fc-04c8-4f6e-a2b8-04d1dd7caf39,Strive for self-improvement and be virtuous.,Neutral,Education and Lifelong Learning,,,
28fb2898-60c4-4b09-96cb-6eb3443fcfd9,"The language we speak, the religion we follow and respecting out elders is most important and unique perspective of our culture that I would like to preserve and pass on to our future generations.",Neutral,Cultural Heritage and Traditions,Respect for Elders,,
74e61796-50e6-452a-a160-3e8954726505,"The love between those of us who are close, even though there is no blood relationship between us",Neutral,Emotional Connections and Relationships,,,
a97a40fc-c4ba-4e1e-8be0-c1782d78923b,The rich heritage of our foods and beautiful nature.,Positive,Cultural Heritage and Traditions,Environmental Respect and Sustainability,,
5b49980e-c2f2-415d-b016-5ce936b5a51c,The sense of community. ,Positive,Community and Family Bonds,,,
8b55cd04-dceb-4f1c-969b-5c9238731aaa,"The sense of community. I say it again that is the most powerful aspect of human lives, having a community is amazing.",Positive,Cultural Identity and Belonging,,,
ba5eec1f-c3a7-44d0-b83f-fde658ec4b0b,"The thought process and our way of perceiving life, relationships, human interactions and the world. ",Neutral,Cultural Identity and Belonging,Emotional Connections and Relationships,,
863dcf8e-bf1f-4501-a329-19d25ff78d20,Training children to respect their elders irrespective of the relations.,Neutral,Respect for Elders,,,
3b13be98-e091-40cd-b61d-8f0458bf1ca3,Unique perspective our culture brings is the family and tribe. I want to preserve it as it protects individuals. ,Neutral,Community and Family Bonds,Mutual Support and Cooperation,,
333a704d-887f-42ca-83ff-640628de8978,Unity in diversity ,Neutral,Unity in Diversity,,,
b58b17d6-008c-416d-ad4d-fd8548a16d3f,We are one large family and that whatever you're blessed to find that is beneficial should benefit eveyo,Positive,Community and Family Bonds,Mutual Support and Cooperation,,
9d614107-0227-4cf0-9fb7-8ce1f44aa9ff,"We have traditions that bond into our lives, one of them is respecting the diversity of many cultures and beliefs that exist in my country. ",Neutral,Cultural Diversity,Cultural Identity and Belonging,,
d5d98575-df73-4c49-ae7a-9e7265d69206,When we celebrated traditional activity it creates  brotherhood environment .,Neutral,Community and Family Bonds,Mutual Support and Cooperation,,
146d612e-db58-4747-823c-f51a2bbae0a2,keeping the family unit together is very important I think with time passing people tend to grow apart from their families and that's not right ,Neutral,Community and Family Bonds,,,
8ab17df5-6c25-4e55-81b1-4c13411d7cea,mutual cooperation,Neutral,Mutual Support and Cooperation,,,
d75c5952-ba11-4fc8-895e-3caf9f0f25b3,"that all people are the same and that everyone should be respected
",Positive,Inclusivity and Acceptance,,,
410b7195-cfcd-4fc2-a6a5-ba0f488e861d,that life is the most important thing,Neutral,Cultural Identity and Belonging,,,
852642b1-8686-4f96-825c-1149ec1c009c,the mutual energy among cultural members. ,Neutral,Interconnectedness and Collective Responsibility,,,
bd6fc698-3d05-45b5-b6a5-8477e4d85c9b,unity in diversity,Neutral,Unity in Diversity,,,
ead9da1b-4797-4abe-800c-adb01b6c5987,we all should value traditions and culture. ,Neutral,Cultural Heritage and Traditions,,,
acb8f613-65b6-47b0-a244-aed27970fa38,A basic respect and love for elders,Neutral,Respect for Elders,,,
6447578d-13ab-49dc-95ed-666522166db7,A lot of wisdom and freedom for women in my culture initially,Positive,Cultural Identity and Belonging,,,
1f3cc359-b80b-422b-a336-06b1e2e5cb8a,"A unique perspective from my Indonesian culture that I want to preserve is *gotong royong*, the spirit of communal cooperation. This value emphasizes working together selflessly for the good of the community, fostering a strong sense of unity and mutual support. As the world becomes more individualistic, preserving *gotong royong* is important because it encourages empathy and collective responsibility, ensuring that communities remain connected and resilient in the face of challenges.",Positive,Cultural Identity and Belonging,Interconnectedness and Collective Responsibility,Mutual Support and Cooperation,
1432e79a-2743-44a2-b5eb-0cdb37c589e8,Accepting every human,Neutral,Inclusivity and Acceptance,,,
0ce89b81-5620-4d17-8cd5-621de5fc7a12,"As I am leaving in multicultural country,I respect all and want the same from all.",Neutral,Cultural Diversity,Inclusivity and Acceptance,,
886d587b-2ff2-4c8f-964e-502e768175b1,"Balance in everything in life, in this world and in the hereafter",Neutral,Resilience and Adaptability,,,
d00534bb-963c-46f0-b280-9b235a35cd83,Be kind to others,Neutral,Empathy and Compassion,,,
72d7f9de-9727-400a-9548-a054a4de740c,Being united and grateful ,Positive,Cultural Identity and Belonging,,,
70a008e9-3f7f-402c-a919-cb50fb68d943,Care and respect for the elderly,Positive,Respect for Elders,,,
08c3fac6-08a9-43c4-9468-31673624e0e3,"Confucian culture teaches us all to study hard and improve ourselves, to make our contribution to the future of society, and to be kind to everyone we meet in life, to help each other and to live in peace and friendship. This is what I want to keep.",Positive,Cultural Heritage and Traditions,Empathy and Compassion,Mutual Support and Cooperation,
e26abcb8-bb62-4dfd-aa7c-3de2b649720e,Diversity. Ethnicity. Race. Religion,Neutral,Cultural Diversity,Unity in Diversity,,
b9b3d0ed-f775-485d-ae94-4e2a38aa0647,"Everything: happiness, affection, music and literature, typical dishes and the mix of unique cultures that we have in one country.",Positive,Cultural Diversity,Cultural Heritage and Traditions,Food Culture,
ec8f595c-9c28-43dd-b1ea-470cd4abf642,Family ties,Neutral,Community and Family Bonds,,,
1b14b4d0-fcd6-42d0-8155-3aa984b63f28,"Family, food, tradition, language",Neutral,Cultural Heritage and Traditions,Cultural Identity and Belonging,Food Culture,
a6a9a8f2-538c-485e-aa8f-d7d2ef724486,"Food, language, cultural heritage",Neutral,Cultural Heritage and Traditions,Language Preservation,,
7d52f6b0-9fc6-47dd-99eb-1aad0738483c,Hospitality and kindness.,Positive,Hospitality and Kindness,,,
d15fbc21-a4c2-4cba-9100-ff8d097ed36a,Humanist values,Neutral,Empathy and Compassion,,,
373b8279-7fb6-42ac-b442-d826fcd9f364,"I agree that as the world progresses these cultural diversities will diminish. Social media is doing the work of getting people together,  making people inclusive of the differences around. One thing about my culture that I will like to continue with is mutual respect for all generations.",Neutral,Cultural Diversity,,,
d7454129-6df1-497a-b0f7-938471ca6a68,I say Hospitality. I have never seen other culture (aside from Asians) that promoges respect and hospitality like Filipinos do ,Positive,Community and Family Bonds,Hospitality and Kindness,,
bce5917a-e426-4fe7-b64a-4c3ca8c8342a,"I value progress in technology

",Neutral,Cultural Evolution and Adaptation,,,
d1d5eaa6-8fd3-44a7-afdf-36fccad7ed4e,"In our culture we value self identity which is intricately tied to one's family and origin. I would like that to be preserved in future. 

",Neutral,Cultural Identity and Belonging,,,
6c1bbf7f-0434-47ab-a8b1-51adde31815f,Kindness towards others,Neutral,Hospitality and Kindness,,,
cc93846e-3890-4b07-81b1-b4cf42289546,Mode of respect we accord to the young and old ,Neutral,Respect for Elders,,,
322c2b18-3490-4640-a1de-999e81ab5384,"Multicultural, multiracial, multireligion",Neutral,Cultural Diversity,,,
072fbcb8-edcc-49cd-9c81-058c3461baa7,"My culture provides me with an identity, it gives me a sense of belonging. No matter where I am in the world, or what I may be facing in life, my family and community values grounds me. I would like to impact that sense of self-knowledge and awareness into my children and in away preserve it into the future.",Positive,Cultural Identity and Belonging,,,
383524cd-2163-4264-a04f-560554e7be0d,My culture views humbleness as one of the highest qualities. I have benefited a lot from being humble in numerous situations and I would like to keep this as an essential part of my culture.,Positive,Humility and Modesty,,,
04302f02-3568-4833-a54f-3f9f405eb033,"One unique perspective that many cultures bring is a deep appreciation for nature and the environment. This perspective often includes a belief in the interconnectedness of all living things and a responsibility to care for the planet. It is reflected in various cultural practices, such as traditional ecological knowledge, environmental rituals, and a focus on sustainability.

",Neutral,Environmental Respect and Sustainability,Interconnectedness and Collective Responsibility,Respect for Nature,
ff153957-f8eb-4eaa-b8fd-92f56baf4693,Our festivities and music. And our relationships as people.,Neutral,Community and Family Bonds,Emotional Connections and Relationships,,
28955341-82f8-444d-b371-b65f695cbcd9,Our food and good values,Positive,Food Culture,,,
070fc25f-9955-444e-91a3-5f648aa235fa,"Our history- if one forgets one's history, one is doomed to repeat it (paraphrasing) plus the inherent values of dignity, equality, diversity and love.",Neutral,Cultural Heritage and Traditions,Cultural Identity and Belonging,,
da3c0b93-5029-416a-b00f-6c3635bd8ab9,Preservation of historical british buildings/sites and the countryside. ,Neutral,Cultural Heritage and Traditions,,,
095a8f2e-a0fd-4dbe-a337-3361ed380ae4,"Preserve historical memories, such as history books, historical buildings, historical sites, etc.",Neutral,Cultural Heritage and Traditions,,,
96b9d6f3-7995-4efa-bac7-78af6af321f2,Respect elder and help  each other when required ,Positive,Mutual Support and Cooperation,Respect for Elders,,
073a598e-da3f-4aa1-a4a4-03b25d08d455,Respect for others,Neutral,Respect for Elders,,,
1c76a043-64cd-4a90-8ae2-779b9d55abf6,Respect for others,Neutral,Hospitality and Kindness,,,
4fdfb61f-20e5-4059-a768-303662ae4b12,Respect for others ,Neutral,Respect for Elders,,,
3b22632e-256d-4069-bcdb-0e2ec2d1dc55,Respect for others.,Neutral,Respect for Elders,,,
a39ad32c-0777-4e36-91e1-b6cb23ba325d,Respect for others.,Neutral,Other,,,
765736b3-9efe-478b-99e1-201deddc5b59,Respecting elders and maintainign harmony despite the difference of opinions.,Neutral,Respect for Elders,,,
6cbc3a41-0f16-4baf-8a59-92868f83932d,The ability to disagree when needed to. That Irish fighting spirit,Neutral,Cultural Diversity,,,
78f89bc8-c0ff-46e9-90fa-c30e82186e32,"The concept of ""Ubuntu,"" which emphasizes interconnectedness, compassion, and the belief that our humanity is shared, would be the best aspect of South African culture to preserve for the future. This philosophy promotes community, mutual support, and understanding, which are essential in an increasingly globalized and diverse world. By maintaining this perspective, future generations can continue to foster unity, empathy, and social harmony. ",Neutral,Community and Family Bonds,Empathy and Compassion,Interconnectedness and Collective Responsibility,
881e0bdc-1fa3-4ff9-89bc-4b1f3d1dd1d6,The concept of unity and brotherhood,Neutral,Unity in Diversity,,,
1577be0e-9df9-4d66-8104-99caaab65534,The culture of greeting each other and the culture of mutual cooperation in Indonesia really prioritizes helping each other even though we don't know each other.,Positive,Hospitality and Kindness,Mutual Support and Cooperation,,
51baeba6-d34d-46bb-9719-49be7d5c63b0,The principle of individual rights. ,Neutral,Uninformative answer,,,
1d8b3b80-f0f3-4e14-8084-5e52bd31273a,The sense of respect to elders most especially ,Neutral,Respect for Elders,,,
c788621b-5a64-4b6b-8644-2fdab8e34616,"The thinking of helping nature and support each one in life, values we adapt from cultural beliefs are different than those others have. I preserve into Hinduism culture so follow traditions of my family but they may not aligned with other community.",Neutral,Cultural Heritage and Traditions,Mutual Support and Cooperation,,
a892f29d-c0ae-470d-8820-e406f14299fd,The way we treat families,Neutral,Community and Family Bonds,,,
39483f47-f120-4a1f-baa1-84ed099b399e,"There are soo many unique perspective that my culture brings that i would really love to preserve in future generations they include eating habits, mode of dressing,social life,team work,time conscious,respect,loyaltyand forgiveness",Positive,Cultural Heritage and Traditions,Cultural Identity and Belonging,Food Culture,
94995cd6-fb4f-46f9-8181-e14a0008a071,Tight familial relationship,Neutral,Community and Family Bonds,,,
